CO_MUNICIPIO;SG_UF;NO_UF;NO_MUNICIPIO;CN;DT_INICIO_VIGENCIA;DT_FIM_VIGENCIA;DE_ALTERACAO_REGULAMENTAR;VIGENTE
2703809;AL;ALAGOAS;Joaquim Gomes;82;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
2703908;AL;ALAGOAS;Jundiá;82;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
2704005;AL;ALAGOAS;Junqueiro;82;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
2704104;AL;ALAGOAS;Lagoa da Canoa;82;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
2704203;AL;ALAGOAS;Limoeiro de Anadia;82;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
2704302;AL;ALAGOAS;Maceió;82;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
2704401;AL;ALAGOAS;Major Isidoro;82;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
2704500;AL;ALAGOAS;Maragogi;82;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
2704609;AL;ALAGOAS;Maravilha;82;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
2704708;AL;ALAGOAS;Marechal Deodoro;82;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
2704807;AL;ALAGOAS;Maribondo;82;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
2704906;AL;ALAGOAS;Mar Vermelho;82;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
2705002;AL;ALAGOAS;Mata Grande;82;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
2705101;AL;ALAGOAS;Matriz de Camaragibe;82;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
2705200;AL;ALAGOAS;Messias;82;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
2705309;AL;ALAGOAS;Minador do Negrão;82;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
2705408;AL;ALAGOAS;Monteirópolis;82;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
2705507;AL;ALAGOAS;Murici;82;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
2705606;AL;ALAGOAS;Novo Lino;82;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
2705705;AL;ALAGOAS;"Olho d'Água das Flores";82;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
2705804;AL;ALAGOAS;"Olho d'Água do Casado";82;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
2705903;AL;ALAGOAS;"Olho d'Água Grande";82;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
2706000;AL;ALAGOAS;Olivença;82;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
2706109;AL;ALAGOAS;Ouro Branco;82;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
2706208;AL;ALAGOAS;Palestina;82;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
2706307;AL;ALAGOAS;Palmeira dos Índios;82;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
2706406;AL;ALAGOAS;Pão de Açúcar;82;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
2706422;AL;ALAGOAS;Pariconha;82;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
2706448;AL;ALAGOAS;Paripueira;82;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
2706505;AL;ALAGOAS;Passo de Camaragibe;82;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
2706604;AL;ALAGOAS;Paulo Jacinto;82;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
2706703;AL;ALAGOAS;Penedo;82;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
2706802;AL;ALAGOAS;Piaçabuçu;82;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
2706901;AL;ALAGOAS;Pilar;82;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
2707008;AL;ALAGOAS;Pindoba;82;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
2707107;AL;ALAGOAS;Piranhas;82;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
2707206;AL;ALAGOAS;Poço das Trincheiras;82;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
2707305;AL;ALAGOAS;Porto Calvo;82;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
2707404;AL;ALAGOAS;Porto de Pedras;82;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
2707503;AL;ALAGOAS;Porto Real do Colégio;82;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
2707602;AL;ALAGOAS;Quebrangulo;82;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
2707701;AL;ALAGOAS;Rio Largo;82;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
2707800;AL;ALAGOAS;Roteiro;82;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
2707909;AL;ALAGOAS;Santa Luzia do Norte;82;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
2708006;AL;ALAGOAS;Santana do Ipanema;82;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
2708105;AL;ALAGOAS;Santana do Mundaú;82;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
2708204;AL;ALAGOAS;São Brás;82;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
2708303;AL;ALAGOAS;São José da Laje;82;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
2708402;AL;ALAGOAS;São José da Tapera;82;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
2708501;AL;ALAGOAS;São Luís do Quitunde;82;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
2708600;AL;ALAGOAS;São Miguel dos Campos;82;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
2708709;AL;ALAGOAS;São Miguel dos Milagres;82;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
2708808;AL;ALAGOAS;São Sebastião;82;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
2708907;AL;ALAGOAS;Satuba;82;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
2708956;AL;ALAGOAS;Senador Rui Palmeira;82;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
2709004;AL;ALAGOAS;"Tanque d'Arca";82;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
2709103;AL;ALAGOAS;Taquarana;82;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
2709152;AL;ALAGOAS;Teotônio Vilela;82;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
2709202;AL;ALAGOAS;Traipu;82;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
2709301;AL;ALAGOAS;União dos Palmares;82;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
2709400;AL;ALAGOAS;Viçosa;82;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
2800100;SE;SERGIPE;Amparo de São Francisco;79;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
2800209;SE;SERGIPE;Aquidabã;79;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
2800308;SE;SERGIPE;Aracaju;79;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
2800407;SE;SERGIPE;Arauá;79;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
2800506;SE;SERGIPE;Areia Branca;79;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
2800605;SE;SERGIPE;Barra dos Coqueiros;79;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
2800670;SE;SERGIPE;Boquim;79;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
2800704;SE;SERGIPE;Brejo Grande;79;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
2801009;SE;SERGIPE;Campo do Brito;79;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
2801108;SE;SERGIPE;Canhoba;79;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
2801207;SE;SERGIPE;Canindé de São Francisco;79;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
2801306;SE;SERGIPE;Capela;79;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
2801405;SE;SERGIPE;Carira;79;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
2801504;SE;SERGIPE;Carmópolis;79;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
2801603;SE;SERGIPE;Cedro de São João;79;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
2801702;SE;SERGIPE;Cristinápolis;79;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
2801900;SE;SERGIPE;Cumbe;79;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
2802007;SE;SERGIPE;Divina Pastora;79;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
2802106;SE;SERGIPE;Estância;79;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
2802205;SE;SERGIPE;Feira Nova;79;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
2802304;SE;SERGIPE;Frei Paulo;79;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
2802403;SE;SERGIPE;Gararu;79;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
2802502;SE;SERGIPE;General Maynard;79;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
2802601;SE;SERGIPE;Gracho Cardoso;79;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
2802700;SE;SERGIPE;Ilha das Flores;79;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
2802809;SE;SERGIPE;Indiaroba;79;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
2802908;SE;SERGIPE;Itabaiana;79;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
2803005;SE;SERGIPE;Itabaianinha;79;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
2803104;SE;SERGIPE;Itabi;79;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
2803203;SE;SERGIPE;"Itaporanga d'Ajuda";79;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
2803302;SE;SERGIPE;Japaratuba;79;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
2803401;SE;SERGIPE;Japoatã;79;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
2803500;SE;SERGIPE;Lagarto;79;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
2803609;SE;SERGIPE;Laranjeiras;79;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
2803708;SE;SERGIPE;Macambira;79;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
2803807;SE;SERGIPE;Malhada dos Bois;79;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
2803906;SE;SERGIPE;Malhador;79;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
2804003;SE;SERGIPE;Maruim;79;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
2804102;SE;SERGIPE;Moita Bonita;79;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
2804201;SE;SERGIPE;Monte Alegre de Sergipe;79;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
2804300;SE;SERGIPE;Muribeca;79;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
2804409;SE;SERGIPE;Neópolis;79;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
2804458;SE;SERGIPE;Nossa Senhora Aparecida;79;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
2804508;SE;SERGIPE;Nossa Senhora da Glória;79;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
2804607;SE;SERGIPE;Nossa Senhora das Dores;79;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
2804706;SE;SERGIPE;Nossa Senhora de Lourdes;79;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
2804805;SE;SERGIPE;Nossa Senhora do Socorro;79;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
2804904;SE;SERGIPE;Pacatuba;79;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
2805000;SE;SERGIPE;Pedra Mole;79;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
2805109;SE;SERGIPE;Pedrinhas;79;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
2805208;SE;SERGIPE;Pinhão;79;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
2805307;SE;SERGIPE;Pirambu;79;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
2805406;SE;SERGIPE;Poço Redondo;79;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
2805505;SE;SERGIPE;Poço Verde;79;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
2805604;SE;SERGIPE;Porto da Folha;79;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
2805703;SE;SERGIPE;Propriá;79;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
2805802;SE;SERGIPE;Riachão do Dantas;79;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
2805901;SE;SERGIPE;Riachuelo;79;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
2806008;SE;SERGIPE;Ribeirópolis;79;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
2806107;SE;SERGIPE;Rosário do Catete;79;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
2806206;SE;SERGIPE;Salgado;79;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
2806305;SE;SERGIPE;Santa Luzia do Itanhy;79;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
2806404;SE;SERGIPE;Santana do São Francisco;79;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
2806503;SE;SERGIPE;Santa Rosa de Lima;79;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
2806602;SE;SERGIPE;Santo Amaro das Brotas;79;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
2806701;SE;SERGIPE;São Cristóvão;79;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
2806800;SE;SERGIPE;São Domingos;79;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
2806909;SE;SERGIPE;São Francisco;79;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
2807006;SE;SERGIPE;São Miguel do Aleixo;79;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
2807105;SE;SERGIPE;Simão Dias;79;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
2807204;SE;SERGIPE;Siriri;79;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
2807303;SE;SERGIPE;Telha;79;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
2807402;SE;SERGIPE;Tobias Barreto;79;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
2807501;SE;SERGIPE;Tomar do Geru;79;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
2807600;SE;SERGIPE;Umbaúba;79;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
2900108;BA;BAHIA;Abaíra;77;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
2900207;BA;BAHIA;Abaré;75;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
2900306;BA;BAHIA;Acajutiba;75;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
2900355;BA;BAHIA;Adustina;75;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
2900405;BA;BAHIA;Água Fria;75;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
2900504;BA;BAHIA;Érico Cardoso;77;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
2900603;BA;BAHIA;Aiquara;73;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
2900702;BA;BAHIA;Alagoinhas;75;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
2900801;BA;BAHIA;Alcobaça;73;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
2900900;BA;BAHIA;Almadina;73;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
2901007;BA;BAHIA;Amargosa;75;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
2901106;BA;BAHIA;Amélia Rodrigues;75;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
2901155;BA;BAHIA;América Dourada;74;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
2901205;BA;BAHIA;Anagé;77;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
2901304;BA;BAHIA;Andaraí;75;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
2901353;BA;BAHIA;Andorinha;74;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
2901403;BA;BAHIA;Angical;77;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
2901502;BA;BAHIA;Anguera;75;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
2901601;BA;BAHIA;Antas;75;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
2901700;BA;BAHIA;Antônio Cardoso;75;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
2901809;BA;BAHIA;Antônio Gonçalves;74;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
2901908;BA;BAHIA;Aporá;75;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
2901957;BA;BAHIA;Apuarema;73;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
2902005;BA;BAHIA;Aracatu;77;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
2902054;BA;BAHIA;Araças;75;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
2902104;BA;BAHIA;Araci;75;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
2902203;BA;BAHIA;Aramari;75;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
2902252;BA;BAHIA;Arataca;73;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
2902302;BA;BAHIA;Aratuípe;75;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
2902401;BA;BAHIA;Aurelino Leal;73;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
2902500;BA;BAHIA;Baianópolis;77;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
2902609;BA;BAHIA;Baixa Grande;74;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
2902658;BA;BAHIA;Banzaê;75;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
2902708;BA;BAHIA;Barra;74;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
2902807;BA;BAHIA;Barra da Estiva;77;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
2902906;BA;BAHIA;Barra do Choça;77;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
2903003;BA;BAHIA;Barra do Mendes;74;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
2903102;BA;BAHIA;Barra do Rocha;73;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
2903201;BA;BAHIA;Barreiras;77;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
2903235;BA;BAHIA;Barro Alto;74;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
2903276;BA;BAHIA;Barrocas;75;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
2903300;BA;BAHIA;Barro Preto;73;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
2903409;BA;BAHIA;Belmonte;73;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
2903508;BA;BAHIA;Belo Campo;77;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
2903607;BA;BAHIA;Biritinga;75;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
2903706;BA;BAHIA;Boa Nova;77;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
2903805;BA;BAHIA;Boa Vista do Tupim;75;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
2903904;BA;BAHIA;Bom Jesus da Lapa;77;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
2903953;BA;BAHIA;Bom Jesus da Serra;77;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
2904001;BA;BAHIA;Boninal;75;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
2904050;BA;BAHIA;Bonito;75;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
2904100;BA;BAHIA;Boquira;77;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
2904209;BA;BAHIA;Botuporã;77;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
2904308;BA;BAHIA;Brejões;75;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
2904407;BA;BAHIA;Brejolândia;77;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
2904506;BA;BAHIA;Brotas de Macaúbas;77;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
2904605;BA;BAHIA;Brumado;77;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
2904704;BA;BAHIA;Buerarema;73;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
2904753;BA;BAHIA;Buritirama;77;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
2904803;BA;BAHIA;Caatiba;77;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
2904852;BA;BAHIA;Cabaceiras do Paraguaçu;75;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
2904902;BA;BAHIA;Cachoeira;75;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
2905008;BA;BAHIA;Caculé;77;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
2905107;BA;BAHIA;Caém;74;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
2905156;BA;BAHIA;Caetanos;77;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
2905206;BA;BAHIA;Caetité;77;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
2905305;BA;BAHIA;Cafarnaum;74;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
2905404;BA;BAHIA;Cairu;75;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
2905503;BA;BAHIA;Caldeirão Grande;74;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
2905602;BA;BAHIA;Camacan;73;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
2905701;BA;BAHIA;Camaçari;71;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
2905800;BA;BAHIA;Camamu;73;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
2905909;BA;BAHIA;Campo Alegre de Lourdes;74;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
2906006;BA;BAHIA;Campo Formoso;74;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
2906105;BA;BAHIA;Canápolis;77;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
2906204;BA;BAHIA;Canarana;74;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
2906303;BA;BAHIA;Canavieiras;73;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
2906402;BA;BAHIA;Candeal;75;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
2906501;BA;BAHIA;Candeias;71;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
2906600;BA;BAHIA;Candiba;77;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
2906709;BA;BAHIA;Cândido Sales;77;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
2906808;BA;BAHIA;Cansanção;75;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
2906824;BA;BAHIA;Canudos;75;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
2906857;BA;BAHIA;Capela do Alto Alegre;75;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
2906873;BA;BAHIA;Capim Grosso;74;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
2906899;BA;BAHIA;Caraíbas;77;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
2906907;BA;BAHIA;Caravelas;73;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
2907004;BA;BAHIA;Cardeal da Silva;75;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
2907103;BA;BAHIA;Carinhanha;77;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
2907202;BA;BAHIA;Casa Nova;74;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
2907301;BA;BAHIA;Castro Alves;75;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
2907400;BA;BAHIA;Catolândia;77;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
2907509;BA;BAHIA;Catu;71;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
2907558;BA;BAHIA;Caturama;77;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
2907608;BA;BAHIA;Central;74;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
2907707;BA;BAHIA;Chorrochó;75;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
2907806;BA;BAHIA;Cícero Dantas;75;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
2907905;BA;BAHIA;Cipó;75;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
2908002;BA;BAHIA;Coaraci;73;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
2908101;BA;BAHIA;Cocos;77;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
2908200;BA;BAHIA;Conceição da Feira;75;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
2908309;BA;BAHIA;Conceição do Almeida;75;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
2908408;BA;BAHIA;Conceição do Coité;75;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
2908507;BA;BAHIA;Conceição do Jacuípe;75;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
2908606;BA;BAHIA;Conde;75;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
2908705;BA;BAHIA;Condeúba;77;13/06/2001;-;Resolução nº 263, de 8 de junho de 2001;Sim
